"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 09 13:31:12 GMT 2021","Tue Mar 09 13:31:12 GMT 2021","1","test","allure_labels_test","","","","test_dynamic_labels[some-image:latest]",""
"passed","Tue Mar 09 13:31:12 GMT 2021","Tue Mar 09 13:31:12 GMT 2021","0","test","allure_labels_test","","","","test_allure_severity[blocker]",""
"passed","Tue Mar 09 13:31:12 GMT 2021","Tue Mar 09 13:31:12 GMT 2021","0","test","allure_labels_test","","","","test_allure_custom_labels",""
"passed","Tue Mar 09 13:31:12 GMT 2021","Tue Mar 09 13:31:12 GMT 2021","0","test","allure_parametrized_test","","","","test_allure_parametrized_fixture[first]",""
"passed","Tue Mar 09 13:31:12 GMT 2021","Tue Mar 09 13:31:12 GMT 2021","1","test","allure_labels_test","","","","test_allure_severity[critical]",""
"passed","Tue Mar 09 13:31:12 GMT 2021","Tue Mar 09 13:31:12 GMT 2021","0","test","allure_parametrized_test","","","","test_allure_parametrized_test [Second name]",""
"passed","Tue Mar 09 13:31:12 GMT 2021","Tue Mar 09 13:31:12 GMT 2021","1","test","allure_attachments_test","","","","test_attach",""
"passed","Tue Mar 09 13:31:12 GMT 2021","Tue Mar 09 13:31:12 GMT 2021","0","test","allure_parametrized_test","","","","test_allure_parametrized_fixture[second]",""
"passed","Tue Mar 09 13:31:12 GMT 2021","Tue Mar 09 13:31:12 GMT 2021","1","test","allure_description_test","","","","test_decorated_html_description",""
"passed","Tue Mar 09 13:31:12 GMT 2021","Tue Mar 09 13:31:12 GMT 2021","0","test","allure_fixture_test","","","","test_allure_fixture_with_finalizer",""
"passed","Tue Mar 09 13:31:12 GMT 2021","Tue Mar 09 13:31:12 GMT 2021","1","test","allure_simple_test","","","","test_allure_simple_test displayName",""
"passed","Tue Mar 09 13:31:12 GMT 2021","Tue Mar 09 13:31:12 GMT 2021","0","test","allure_fixture_test","","","","test_with_fixture_title",""
"passed","Tue Mar 09 13:31:12 GMT 2021","Tue Mar 09 13:31:12 GMT 2021","0","test","allure_labels_test","","","","test_allure_severity[minor]",""
"passed","Tue Mar 09 13:31:12 GMT 2021","Tue Mar 09 13:31:12 GMT 2021","0","test","allure_description_test","","","","test_decorated_description","
This is test description from decorator

Scenario:
  - pass
  "
"passed","Tue Mar 09 13:31:12 GMT 2021","Tue Mar 09 13:31:12 GMT 2021","0","test","allure_labels_test","","","","test_allure_bdd_labels",""
"passed","Tue Mar 09 13:31:12 GMT 2021","Tue Mar 09 13:31:12 GMT 2021","0","test","allure_labels_test","","","","test_allure_tags",""
"passed","Tue Mar 09 13:31:12 GMT 2021","Tue Mar 09 13:31:12 GMT 2021","0","test","allure_labels_test","","","","test_allure_severity[normal]",""
"passed","Tue Mar 09 13:31:12 GMT 2021","Tue Mar 09 13:31:12 GMT 2021","1","test","allure_fixture_test","","","","test_allure_yield_fixture",""
"passed","Tue Mar 09 13:31:12 GMT 2021","Tue Mar 09 13:31:12 GMT 2021","0","test","allure_labels_test","","","","test_allure_severity[trivial]",""
"passed","Tue Mar 09 13:31:12 GMT 2021","Tue Mar 09 13:31:12 GMT 2021","0","test","allure_description_test","","","","test_dynamic_description[First param]","
    Initial test description
    
 This is dynamic description part based on First param"
"passed","Tue Mar 09 13:31:12 GMT 2021","Tue Mar 09 13:31:12 GMT 2021","0","test","allure_links_test","","","","test_allure_links",""
"passed","Tue Mar 09 13:31:12 GMT 2021","Tue Mar 09 13:31:12 GMT 2021","1","test","allure_step_statuses_test","","","","test_allure_steps",""
"passed","Tue Mar 09 13:31:12 GMT 2021","Tue Mar 09 13:31:12 GMT 2021","0","Custom parent suite","Custom suite","Custom sub suite","","","test_allure_suites",""
"passed","Tue Mar 09 13:31:12 GMT 2021","Tue Mar 09 13:31:12 GMT 2021","0","test","allure_description_test","","","","test_docstring_description","
    This is a test docstring
    It's will be shown as an allure test description
    Scenario:
     - pass
    "
"passed","Tue Mar 09 13:31:12 GMT 2021","Tue Mar 09 13:31:12 GMT 2021","1","test","allure_parametrized_test","","","","test_allure_parametrized_test [First name]",""
"passed","Tue Mar 09 13:31:12 GMT 2021","Tue Mar 09 13:31:12 GMT 2021","0","test","allure_description_test","","","","test_dynamic_description[Second param]","
    Initial test description
    
 This is dynamic description part based on Second param"
"passed","Tue Mar 09 13:31:12 GMT 2021","Tue Mar 09 13:31:12 GMT 2021","0","test","allure_labels_test","","","","test_dynamic_labels[some-image:release]",""
"passed","Tue Mar 09 13:31:12 GMT 2021","Tue Mar 09 13:31:12 GMT 2021","0","test","allure_links_test","","","","test_allure_dynamic_links",""
